"Strategy","Depth","Param","Value1","Value2","Value3","Value4","Value5"
"bfs","4","ludr","4","58","123","4","0.0"
"bfs","4","lurd","4","70","145","4","1.011"
"bfs","4","rdlu","4","51","100","4","1.511"
"bfs","4","rdul","4","51","100","4","0.0"
"bfs","4","uldr","4","58","123","4","1.022"
"bfs","4","ulrd","4","70","145","4","0.0"
"dfs","4","drlu","4","30089","45343","20","80.582"
"dfs","4","drul","-1","289767","438341","20","804.983"
"dfs","4","ludr","-1","165500","249865","20","439.408"
"dfs","4","lurd","-1","120678","182271","20","305.615"
"dfs","4","rdlu","-1","289767","438341","20","728.195"
"dfs","4","rdul","16","61417","92745","20","150.249"
"dfs","4","uldr","18","86196","130125","20","268.43"
"dfs","4","ulrd","-1","165500","249865","20","766.618"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","33","73","4","0.0"
"bfs","4","drul","4","33","73","4","0.0"
"bfs","4","ludr","4","54","117","4","0.0"
"bfs","4","lurd","4","48","102","4","1.225"
"bfs","4","rdlu","4","27","58","4","0.0"
"bfs","4","rdul","4","27","58","4","0.0"
"bfs","4","uldr","4","54","117","4","1.0"
"bfs","4","ulrd","4","48","102","4","1.013"
"dfs","4","drlu","-1","79141","119501","20","197.609"
"dfs","4","drul","4","54378","82075","20","141.976"
"dfs","4","ludr","-1","80027","120782","20","211.802"
"dfs","4","lurd","16","110554","166959","20","280.118"
"dfs","4","rdlu","4","44846","67697","20","109.437"
"dfs","4","rdul","12","8273","12454","12","19.726"
"dfs","4","uldr","16","102278","154481","20","262.305"
"dfs","4","ulrd","4","156892","236966","20","404.208"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","40","89","4","0.0"
"bfs","4","drul","4","35","77","4","0.0"
"bfs","4","ludr","4","44","95","4","2.012"
"bfs","4","lurd","4","46","98","4","0.0"
"bfs","4","rdlu","4","42","92","4","0.0"
"bfs","4","rdul","4","37","80","4","0.0"
"bfs","4","uldr","4","39","83","4","0.0"
"bfs","4","ulrd","4","41","86","4","1.004"
"dfs","4","drlu","-1","80027","120782","20","222.41"
"dfs","4","drul","4","56932","85903","20","144.955"
"dfs","4","ludr","-1","79141","119501","20","206.823"
"dfs","4","lurd","-1","123896","187287","20","321.428"
"dfs","4","rdlu","-1","115391","174329","20","287.406"
"dfs","4","rdul","12","78982","119179","20","201.09"
"dfs","4","uldr","4","117325","177319","20","291.297"
"dfs","4","ulrd","-1","208703","315303","20","525.453"
"astr","4","hamm","4","5","10","4","0.0"
"astr","4","manh","4","5","10","4","0.0"
"bfs","4","drlu","4","27","60","4","0.0"
"bfs","4","drul","4","27","60","4","3.982"
"bfs","4","ludr","4","54","115","4","0.0"
"bfs","4","lurd","4","54","115","4","1.0"
"bfs","4","rdlu","4","27","60","4","0.0"
"bfs","4","rdul","4","27","60","4","0.0"
"bfs","4","uldr","4","54","115","4","0.0"
"bfs","4","ulrd","4","54","115","4","0.0"
"dfs","4","drlu","-1","162917","246056","20","426.777"
"dfs","4","drul","10","3193","4778","10","8.508"
"dfs","4","ludr","4","192608","290913","20","499.059"
"dfs","4","lurd","-1","152229","230146","20","410.07"
"dfs","4","rdlu","-1","181933","274938","20","473.749"
"dfs","4","rdul","10","3193","4778","10","9.025"
"dfs","4","uldr","16","93360","141042","20","245.987"
"dfs","4","ulrd","-1","79141","119501","20","203.436"
"astr","4","hamm","4","6","11","4","0.0"
"astr","4","manh","4","6","11","4","0.0"
"bfs","4","drlu","4","30","67","4","0.0"
"bfs","4","drul","4","22","50","4","0.0"
"bfs","4","ludr","4","37","83","4","0.0"
"bfs","4","lurd","4","37","83","4","0.0"
"bfs","4","rdlu","4","30","67","4","0.0"
"bfs","4","rdul","4","22","50","4","0.0"
"bfs","4","uldr","4","29","66","4","0.0"
"bfs","4","ulrd","4","29","66","4","0.0"
"dfs","4","drlu","8","40054","60428","20","107.695"
"dfs","4","drul","-1","180000","272065","20","499.752"
"dfs","4","ludr","-1","121613","183623","20","322.833"
"dfs","4","lurd","-1","99471","150359","20","281.942"
"dfs","4","rdlu","4","90005","136051","20","259.602"
"dfs","4","rdul","4","39502","59585","20","104.649"
"dfs","4","uldr","-1","99471","150359","20","292.532"
"dfs","4","ulrd","18","90326","136374","20","234.431"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","36","72","4","0.0"
"bfs","4","drul","4","36","72","4","0.0"
"bfs","4","ludr","4","53","113","4","1.002"
"bfs","4","lurd","4","73","151","4","0.0"
"bfs","4","rdlu","4","56","110","4","0.0"
"bfs","4","rdul","4","56","110","4","0.0"
"bfs","4","uldr","4","53","113","4","0.0"
"bfs","4","ulrd","4","73","151","4","1.002"
"dfs","4","drlu","4","73","106","4","0.0"
"dfs","4","drul","4","73","106","4","0.0"
"dfs","4","ludr","4","150696","227478","20","398.726"
"dfs","4","lurd","-1","120678","182271","20","310.389"
"dfs","4","rdlu","-1","289767","438341","20","741.797"
"dfs","4","rdul","18","185873","280652","20","483.454"
"dfs","4","uldr","-1","120678","182271","20","308.924"
"dfs","4","ulrd","18","114778","173270","20","293.474"
"astr","4","hamm","4","5","10","4","0.0"
"astr","4","manh","4","5","10","4","0.0"
"bfs","4","drlu","4","30","67","4","0.528"
"bfs","4","drul","4","30","67","4","0.0"
"bfs","4","ludr","4","49","107","4","0.0"
"bfs","4","lurd","4","51","108","4","7.365"
"bfs","4","rdlu","4","32","68","4","0.0"
"bfs","4","rdul","4","32","68","4","0.0"
"bfs","4","uldr","4","49","107","4","0.0"
"bfs","4","ulrd","4","51","108","4","0.866"
"dfs","4","drlu","16","41269","62262","20","99.01"
"dfs","4","drul","4","44750","67513","20","109.519"
"dfs","4","ludr","-1","80027","120782","20","201.587"
"dfs","4","lurd","-1","181933","274938","20","466.583"
"dfs","4","rdlu","-1","152229","230146","20","401.096"
"dfs","4","rdul","-1","208703","315303","20","528.353"
"dfs","4","uldr","-1","115391","174329","20","305.8"
"dfs","4","ulrd","-1","162917","246056","20","411.147"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.479"
"bfs","4","drlu","4","48","102","4","2.012"
"bfs","4","drul","4","61","127","4","0.993"
"bfs","4","ludr","4","48","96","4","0.0"
"bfs","4","lurd","4","48","96","4","0.0"
"bfs","4","rdlu","4","48","102","4","0.0"
"bfs","4","rdul","4","61","127","4","0.0"
"bfs","4","uldr","4","61","121","4","0.534"
"bfs","4","ulrd","4","61","121","4","0.0"
"dfs","4","drlu","4","65510","98889","20","165.475"
"dfs","4","drul","10","68977","104118","20","173.36"
"dfs","4","ludr","4","152896","230826","20","391.48"
"dfs","4","lurd","-1","289767","438341","20","768.109"
"dfs","4","rdlu","-1","120678","182271","20","314.09"
"dfs","4","rdul","-1","165500","249865","20","419.947"
"dfs","4","uldr","-1","289767","438341","20","733.502"
"dfs","4","ulrd","-1","197594","298430","20","501.325"
"astr","4","hamm","4","5","8","4","0.0"
"astr","4","manh","4","5","8","4","0.0"
"bfs","4","drlu","4","25","55","4","0.0"
"bfs","4","drul","4","25","55","4","0.0"
"bfs","4","ludr","4","39","88","4","0.0"
"bfs","4","lurd","4","56","120","4","0.0"
"bfs","4","rdlu","4","42","87","4","0.0"
"bfs","4","rdul","4","42","87","4","0.0"
"bfs","4","uldr","4","39","88","4","0.0"
"bfs","4","ulrd","4","56","120","4","0.0"
"dfs","4","drlu","4","56","78","4","0.0"
"dfs","4","drul","4","56","78","4","1.018"
"dfs","4","ludr","-1","80027","120782","20","202.79"
"dfs","4","lurd","4","163728","247363","20","421.263"
"dfs","4","rdlu","4","134548","203398","20","337.258"
"dfs","4","rdul","4","62918","94937","20","159.622"
"dfs","4","uldr","4","102036","154117","20","270.915"
"dfs","4","ulrd","-1","162917","246056","20","545.706"
"astr","5","hamm","5","6","10","5","0.0"
"astr","5","manh","5","6","10","5","0.0"
"bfs","5","drlu","5","106","218","5","0.999"
"bfs","5","drul","5","106","218","5","0.0"
"bfs","5","ludr","5","122","256","5","1.983"
"bfs","5","lurd","5","73","159","5","0.0"
"bfs","5","rdlu","5","57","121","5","0.0"
"bfs","5","rdul","5","57","121","5","0.0"
"bfs","5","uldr","5","122","256","5","0.0"
"bfs","5","ulrd","5","73","159","5","1.005"
"dfs","5","drlu","19","184739","278738","20","470.64"
"dfs","5","drul","5","223262","337628","20","616.388"
"dfs","5","ludr","19","67012","101102","20","167.738"
"dfs","5","lurd","5","139154","210217","20","355.952"
"dfs","5","rdlu","5","122","176","5","0.0"
"dfs","5","rdul","5","122","176","5","0.0"
"dfs","5","uldr","-1","125668","189707","20","318.66"
"dfs","5","ulrd","19","90947","137238","20","234.904"
"astr","5","hamm","5","6","11","5","0.0"
"astr","5","manh","5","6","11","5","0.0"
"bfs","5","drlu","5","139","296","5","0.0"
"bfs","5","drul","5","114","241","5","0.0"
"bfs","5","ludr","5","113","240","5","0.0"
"bfs","5","lurd","5","113","240","5","0.0"
"bfs","5","rdlu","5","139","296","5","1.006"
"bfs","5","rdul","5","114","241","5","0.0"
"bfs","5","uldr","5","88","185","5","0.0"
"bfs","5","ulrd","5","88","185","5","1.001"
"dfs","5","drlu","5","87458","131982","20","220.526"
"dfs","5","drul","5","67089","101235","20","164.516"
"dfs","5","ludr","5","77473","116921","20","196.217"
"dfs","5","lurd","-1","165272","249721","20","436.232"
"dfs","5","rdlu","19","72209","108955","20","177.417"
"dfs","5","rdul","19","69193","104384","20","167.404"
"dfs","5","uldr","19","114054","172308","20","296.995"
"dfs","5","ulrd","5","91342","137870","20","234.958"
"astr","5","hamm","5","6","12","5","0.0"
"astr","5","manh","5","6","12","5","0.0"
"bfs","5","drlu","5","96","199","5","0.996"
"bfs","5","drul","5","96","199","5","2.088"
"bfs","5","ludr","5","117","244","5","1.0"
"bfs","5","lurd","5","83","178","5","0.0"
"bfs","5","rdlu","5","62","133","5","0.0"
"bfs","5","rdul","5","62","133","5","0.0"
"bfs","5","uldr","5","117","244","5","0.0"
"bfs","5","ulrd","5","83","178","5","0.0"
"dfs","5","drlu","5","123218","185790","20","311.893"
"dfs","5","drul","-1","241281","364948","20","612.733"
"dfs","5","ludr","-1","72692","109697","20","176.503"
"dfs","5","lurd","-1","151892","229474","20","392.051"
"dfs","5","rdlu","-1","148081","223748","20","377.587"
"dfs","5","rdul","17","56968","85949","20","142.502"
"dfs","5","uldr","19","113757","171800","20","289.009"
"dfs","5","ulrd","19","72803","109699","20","183.598"
"astr","5","hamm","5","6","11","5","0.0"
"astr","5","manh","5","6","11","5","1.428"
"bfs","5","drlu","5","76","161","5","1.002"
"bfs","5","drul","5","76","161","5","0.0"
"bfs","5","ludr","5","68","147","5","0.996"
"bfs","5","lurd","5","61","134","5","0.0"
"bfs","5","rdlu","5","69","148","5","1.511"
"bfs","5","rdul","5","69","148","5","0.0"
"bfs","5","uldr","5","68","147","5","0.0"
"bfs","5","ulrd","5","61","134","5","0.0"
"dfs","5","drlu","-1","120460","181944","20","319.88"
"dfs","5","drul","-1","113415","171200","20","298.922"
"dfs","5","ludr","-1","120460","181944","20","304.759"
"dfs","5","lurd","-1","113415","171200","20","302.102"
"dfs","5","rdlu","15","28622","43125","20","81.476"
"dfs","5","rdul","-1","132049","199623","20","337.734"
"dfs","5","uldr","15","56663","85431","20","138.975"
"dfs","5","ulrd","-1","132049","199623","20","332.268"
"astr","5","hamm","5","6","13","5","0.0"
"astr","5","manh","5","6","13","5","0.0"
"bfs","5","drlu","5","77","159","5","0.0"
"bfs","5","drul","5","77","159","5","0.0"
"bfs","5","ludr","5","100","212","5","0.511"
"bfs","5","lurd","5","102","218","5","0.0"
"bfs","5","rdlu","5","79","165","5","1.0"
"bfs","5","rdul","5","79","165","5","1.006"
"bfs","5","uldr","5","100","212","5","1.508"
"bfs","5","ulrd","5","102","218","5","0.0"
"dfs","5","drlu","-1","205180","309744","20","527.092"
"dfs","5","drul","19","215628","325803","20","555.583"
"dfs","5","ludr","-1","72692","109697","20","181.744"
"dfs","5","lurd","15","15852","23874","20","43.024"
"dfs","5","rdlu","-1","148081","223748","20","386.554"
"dfs","5","rdul","5","51696","77917","20","129.208"
"dfs","5","uldr","19","113729","171755","20","297.246"
"dfs","5","ulrd","15","15845","23872","20","39.108"
"astr","5","hamm","5","6","13","5","0.0"
"astr","5","manh","5","6","13","5","0.0"
"bfs","5","drlu","5","99","203","5","1.001"
"bfs","5","drul","5","99","203","5","2.367"
"bfs","5","ludr","5","122","256","5","0.0"
"bfs","5","lurd","5","80","174","5","0.0"
"bfs","5","rdlu","5","57","121","5","0.0"
"bfs","5","rdul","5","57","121","5","0.0"
"bfs","5","uldr","5","122","256","5","2.433"
"bfs","5","ulrd","5","80","174","5","0.0"
"dfs","5","drlu","17","149613","225762","20","392.109"
"dfs","5","drul","-1","148081","223748","20","391.721"
"dfs","5","ludr","15","19429","29331","20","51.171"
"dfs","5","lurd","-1","125668","189707","20","321.949"
"dfs","5","rdlu","5","122","176","5","0.0"
"dfs","5","rdul","5","122","176","5","0.999"
"dfs","5","uldr","15","19488","29410","20","49.34"
"dfs","5","ulrd","-1","72692","109697","20","183.144"
"astr","5","hamm","5","6","14","5","0.512"
"astr","5","manh","5","6","14","5","0.0"
"bfs","5","drlu","5","136","288","5","0.0"
"bfs","5","drul","5","121","254","5","1.536"
"bfs","5","ludr","5","113","240","5","0.0"
"bfs","5","lurd","5","106","227","5","0.0"
"bfs","5","rdlu","5","129","275","5","1.029"
"bfs","5","rdul","5","114","241","5","0.478"
"bfs","5","uldr","5","98","206","5","0.0"
"bfs","5","ulrd","5","91","193","5","1.126"
"dfs","5","drlu","5","116485","175799","20","668.053"
"dfs","5","drul","-1","115415","174382","20","327.206"
"dfs","5","ludr","-1","232202","350971","20","616.193"
"dfs","5","lurd","15","51906","78287","20","131.787"
"dfs","5","rdlu","-1","165272","249721","20","425.259"
"dfs","5","rdul","-1","162305","245128","20","439.138"
"dfs","5","uldr","15","56118","84597","20","138.301"
"dfs","5","ulrd","-1","162305","245128","20","419.18"
"astr","5","hamm","5","6","14","5","1.011"
"astr","5","manh","5","6","14","5","0.0"
"bfs","5","drlu","5","101","216","5","0.0"
"bfs","5","drul","5","101","216","5","0.0"
"bfs","5","ludr","5","141","299","5","1.0"
"bfs","5","lurd","5","126","265","5","0.0"
"bfs","5","rdlu","5","86","182","5","0.0"
"bfs","5","rdul","5","86","182","5","0.985"
"bfs","5","uldr","5","141","299","5","0.997"
"bfs","5","ulrd","5","126","265","5","1.002"
"dfs","5","drlu","-1","232202","350971","20","604.535"
"dfs","5","drul","-1","115415","174382","20","290.697"
"dfs","5","ludr","-1","232202","350971","20","583.119"
"dfs","5","lurd","-1","115415","174382","20","290.169"
"dfs","5","rdlu","11","42758","64445","20","105.623"
"dfs","5","rdul","-1","162305","245128","20","418.236"
"dfs","5","uldr","-1","165272","249721","20","439.313"
"dfs","5","ulrd","-1","162305","245128","20","424.338"
"astr","5","hamm","5","8","16","5","0.0"
"astr","5","manh","5","8","16","5","0.0"
"bfs","5","drlu","5","88","188","5","1.002"
"bfs","5","drul","5","97","207","5","1.0"
"bfs","5","ludr","5","82","170","5","1.0"
"bfs","5","lurd","5","82","170","5","1.016"
"bfs","5","rdlu","5","88","188","5","0.999"
"bfs","5","rdul","5","97","207","5","0.0"
"bfs","5","uldr","5","91","189","5","0.0"
"bfs","5","ulrd","5","91","189","5","0.528"
"dfs","5","drlu","-1","72692","109697","20","182.453"
"dfs","5","drul","15","21254","32041","15","44.747"
"dfs","5","ludr","-1","205180","309744","20","541.84"
"dfs","5","lurd","19","172634","260864","20","1081.187"
"dfs","5","rdlu","9","81720","123319","20","205.689"
"dfs","5","rdul","15","21181","31919","15","53.392"
"dfs","5","uldr","-1","148081","223748","20","380.366"
"dfs","5","ulrd","-1","250316","378255","20","640.216"
"astr","5","hamm","5","6","13","5","1.001"
"astr","5","manh","5","6","13","5","0.0"
"bfs","5","drlu","5","110","232","5","0.511"
"bfs","5","drul","5","75","163","5","0.0"
"bfs","5","ludr","5","104","214","5","0.0"
"bfs","5","lurd","5","104","214","5","1.0"
"bfs","5","rdlu","5","110","232","5","0.999"
"bfs","5","rdul","5","75","163","5","0.0"
"bfs","5","uldr","5","69","145","5","9.145"
"bfs","5","ulrd","5","69","145","5","0.0"
"dfs","5","drlu","15","15744","23717","20","50.156"
"dfs","5","drul","19","117771","177775","20","332.102"
"dfs","5","ludr","5","199981","302112","20","510.147"
"dfs","5","lurd","17","54637","82329","20","131.832"
"dfs","5","rdlu","15","15816","23822","20","37.758"
"dfs","5","rdul","-1","72692","109697","20","180.299"
"dfs","5","uldr","5","78989","119262","20","199.615"
"dfs","5","ulrd","-1","205180","309744","20","528.483"
"astr","5","hamm","5","6","13","5","0.0"
"astr","5","manh","5","6","13","5","0.0"
"bfs","5","drlu","5","91","189","5","4.029"
"bfs","5","drul","5","91","189","5","1.031"
"bfs","5","ludr","5","114","238","5","0.999"
"bfs","5","lurd","5","88","188","5","0.0"
"bfs","5","rdlu","5","65","139","5","0.0"
"bfs","5","rdul","5","65","139","5","0.0"
"bfs","5","uldr","5","114","238","5","0.0"
"bfs","5","ulrd","5","88","188","5","0.0"
"dfs","5","drlu","19","148812","224614","20","388.195"
"dfs","5","drul","13","167529","253367","20","431.792"
"dfs","5","ludr","-1","72692","109697","20","200.305"
"dfs","5","lurd","-1","151892","229474","20","448.889"
"dfs","5","rdlu","-1","148081","223748","20","853.982"
"dfs","5","rdul","17","154828","233612","20","417.316"
"dfs","5","uldr","19","123957","187090","20","313.671"
"dfs","5","ulrd","-1","93622","141293","20","237.598"
"astr","5","hamm","5","6","12","5","0.0"
"astr","5","manh","5","6","12","5","0.0"
"bfs","5","drlu","5","71","151","5","0.0"
"bfs","5","drul","5","71","151","5","0.0"
"bfs","5","ludr","5","65","141","5","0.0"
"bfs","5","lurd","5","66","144","5","0.0"
"bfs","5","rdlu","5","72","154","5","4.173"
"bfs","5","rdul","5","72","154","5","0.0"
"bfs","5","uldr","5","65","141","5","0.0"
"bfs","5","ulrd","5","66","144","5","0.0"
"dfs","5","drlu","19","99464","150084","20","259.684"
"dfs","5","drul","19","111990","169053","20","289.837"
"dfs","5","ludr","5","112850","170423","20","295.48"
"dfs","5","lurd","19","95058","143391","20","246.177"
"dfs","5","rdlu","-1","153852","232564","20","393.879"
"dfs","5","rdul","19","110912","167435","20","287.021"
"dfs","5","uldr","15","62100","93640","20","159.132"
"dfs","5","ulrd","19","113307","171055","20","319.69"
"astr","5","hamm","5","6","14","5","0.0"
"astr","5","manh","5","6","14","5","0.0"
"bfs","5","drlu","5","72","149","5","1.341"
"bfs","5","drul","5","72","149","5","1.008"
"bfs","5","ludr","5","97","206","5","0.0"
"bfs","5","lurd","5","107","228","5","0.0"
"bfs","5","rdlu","5","82","171","5","7.126"
"bfs","5","rdul","5","82","171","5","0.0"
"bfs","5","uldr","5","97","206","5","0.0"
"bfs","5","ulrd","5","107","228","5","0.0"
"dfs","5","drlu","17","103371","155795","20","264.093"
"dfs","5","drul","-1","241281","364948","20","617.325"
"dfs","5","ludr","-1","72692","109697","20","184.762"
"dfs","5","lurd","15","15656","23584","20","44.226"
"dfs","5","rdlu","19","143290","216461","20","686.912"
"dfs","5","rdul","5","76012","114538","20","211.665"
"dfs","5","uldr","-1","125668","189707","20","404.129"
"dfs","5","ulrd","15","15584","23479","20","50.842"
"astr","5","hamm","5","6","14","5","0.0"
"astr","5","manh","5","6","14","5","0.0"
"bfs","5","drlu","5","94","193","5","1.001"
"bfs","5","drul","5","94","193","5","0.0"
"bfs","5","ludr","5","119","250","5","0.0"
"bfs","5","lurd","5","85","184","5","1.003"
"bfs","5","rdlu","5","60","127","5","0.0"
"bfs","5","rdul","5","60","127","5","0.0"
"bfs","5","uldr","5","119","250","5","0.0"
"bfs","5","ulrd","5","85","184","5","5.21"
"dfs","5","drlu","5","149283","225316","20","423.31"
"dfs","5","drul","-1","148081","223748","20","401.156"
"dfs","5","ludr","15","19290","29118","20","57.614"
"dfs","5","lurd","-1","125668","189707","20","355.107"
"dfs","5","rdlu","5","41376","62422","20","110.031"
